text,label
마이 먹을 때 고려해야 할 사항이 뭐야?,0
비자니 고려할 점이 있을 까?,0
비자니 먹을 때 고려해야 할 점이 있어?,0
이부프로펜 먹기 전에 고려해야 할 점이 있을까?,0
비자니 복용할 때 고려해야 할 점이 있어?,0
이부프로펜 복용 전에 고려해야 할 점이 있을까?,0
알진 복용하기 전에 알아야 할 점이 있을까?,0
알진 복용할 때 미리 알아야 할 것이 있을까?,0
알진 복용할 때 알아야 할 점이 있을끼?,0
알진 복용할 때 어떤 점을 알아야 할까?,0
알진 복용 시 무엇을 알아야 하지?,0
알진 먹기 전에 알아야 할 점이 있을까?,0
알진 먹을 때 미리 알아야 할 것이 있을까?,0
알진 먹을 때 알아야 할 점이 있을끼?,0
알진 먹을 때 어떤 점을 알아야 할까?,0
알진 먹을 시 무엇을 알아야 하지?,0
비자니 고려할 사항이 있을 까?,0
비자니 먹을 때 고려해야 할 사항이 있어?,0
이부프로펜 먹기 전에 고려해야 할 사항이 있을까?,0
비자니 복용할 때 고려해야 할 사항이 있어?,0
이부프로펜 복용 전에 고려해야 할 사항이 있을까?,0
알진 복용하기 전에 알아야 할 사항이 있을까?,0
알진 복용할 때 미리 알아야 할 사항이 있을까?,0
알진 복용할 때 알아야 할 사항이 있을끼?,0
알진 복용할 때 어떤 점을 알아야 할까?,0
알진 복용 시 무엇을 알아야 하지?,0
알진 먹기 전에 알아야 할 사항이 있을까?,0
알진 먹을 때 미리 알아야 할 사항이 있을까?,0
알진 먹을 때 알아야 할 사항이 있을끼?,0
알진 먹을 때 어떤 점을 알아야 할까?,0
알진 먹을 시 무엇을 알아야 하지?,0
비자니정 복용할 때 뭐를 알아야해?,0
비자니정 먹을 때 뭐를 알아해야해?,0
앱시토정의 알아야할 점이 있어?,0
앱시토의 알아야 할 사항은?,0
에어페낙듀 먹을 때 뭐를 알아야 할까?,0
에어페낙듀오가 가진 알아야 할 사항이 뭐야?,0
에어페오의 알아야 하는 점이 있어?,0
아세리손 알아야 하는게 뭐야?,0
조인엔콘드 먹을 때 주의야 할 점이 뭐야?,0
텔미로젯이 갖고 있는 고려 사항이 있어?,0
마그 고려 사항이 어떻게돼?,0
마그 고려해야 할 사항이 어떻게돼?,0
마그 뭐를 고려해야 할까?,0
마그 먹을 때 고려해야 할 것이 있을까?,0
씨이엔브이 고려하면 좋을 점은 어떻게돼?,0
씨이엔브이 어떤 것을 고려해야해?,0
씨이엔브이 먹을 때 뭐를 주의해야헤?,0
벨록스 먹을 때 고려사항이 어떻게돼?,0
벨록스 복용 시 주고려사항이 어떻게돼?,0
벨록스 복용할 때 고려 사항이 어떻게돼?,0
마이티신 복용할 때 주의해야 할 점이 어떻게돼?,0
마이티신 복용 시 고려사항은 어떻게돼?,0
마이티신 복용할 때 고려해야 할 것이 어떻게돼?,0
비자니 고려할 점이 어떻게돼?,0
비자니 먹을 때 고려해야 할 점이 어떻게돼?,0
이부프로펜 먹기 전에 고려해야 할 점이 어떻게돼?,0
진텍 복용하기 전에 알아야 할 점이 어떻게돼?,0
진텍 복용할 때 미리 알아야 할 것이 어떻게돼?,0
진텍 복용할 때 알아야 할 점이 어떻게돼?,0
진텍 복용할 때 어떤 점을 알아야 할까?,0
진텍 복용 시 무엇을 고려해야 하지?,0
진텍 먹기 전에 알아야 할 점이 어떻게돼?,0
진텍 먹을 때 미리 알아야 할 것이 어떻게돼?,0
진텍 먹을 때 주의해야 할 점이 어떻게돼?,0
진텍 먹을 때 어떤 점을 고려해야 할까?,0
진텍 먹을 시 무엇을 고려해야 하지?,0
비자니정 먹을 때 뭐를 고려해야해?,0
앱시토정의 고려할 점이 어떻게돼?,0
앱시토의 고려사항은 어떻게돼?,0
에어페낙듀 먹을 때 뭐를 고려해야 할까?,0
에어페낙듀오가 가진 주의사항이 어떻게돼?,0
에어페오의 고려해야 하는 점이 어떻게돼?,0
아세리손 고려해야 하는게 어떻게돼?,0
조인엔콘드 먹을 때 고려해야 할 점이 어떻게돼?,0
텔미로젯이 갖고 있는 주의 사항이 어떻게돼?,0
에어페낙듀 복용할 때 뭐를 주의해야 할까?,0
에어페낙듀오가 가진 주의사항이 어떻게돼?,0
에어페오의 주의해야 하는 점이 어떻게돼?,0
아세리손 주의해야 하는게 어떻게돼?,0
조인엔콘드 복용할 때 고려해야 할 점이 어떻게돼?,0
텔미로젯이 갖고 있는 주의 사항이 어떻게돼?,0
홍익대학교 근처 약국 알려줘,1
홍익대학교 약국 추천해줘,1
홍익대학교 주변의 약국 알려줘,1
홍익대학교 주변 약국 추천해줘,1
홍익대 근처 약국 알려줘,1
마포구 약국 알려줘,1
홍익대 근처 약국 위치 알려줘,1
홍대 주변 약국 목록 알려줘,1
홍대 근처 약국 알려줘,1
홍대 근처 약국 추천해줘,1
홍대 거리에 있는 약국 알려줘,1
홍대입구 근처 약국 알려줘,1
홍입 9번 출구 근처 약국 알려줘,1
홍대입구역 주변 약국 알려줘,1
홍대입구역 근처 약국 추천해줘,1
홍입 9번 출구 약국 알려줘,1
상수역 근처 약국 알려줘,1
상수역 주변 약국 알려줘,1
마포구 와우산로 약국 알려줘,1
마포구 와우산로 근처 약국 알려줘,1
마포구 상수동 주변 약국 알려줘,1
마포구 상수동 근처 약국 알려줘,1
마포구 상수동 약국 추천해줘,1
상수동 약국 알려줘,1
마포구 동교동 주변 약국 알려줘,1
근처 약국 위치 알려주세요,1
근처 약국 알려주세요,1
내 주변 약국 어디있는지 알려줘,1
내 주변 약국 어디에 있어?,1
마포구 약국 알려줄래?,1
아 홍대 약국 위치 알려줄래?,1
홍대 근처 약국이 어디에 있니?,1
홍대 근처 약국이 어디 있어?,1
홍대 근처 약국 좀 알려주세요,1
홍대 약국 추천해줘,1
홍익대학교 근처 약국 알고 싶어,1
홍익대학교 약국 알고 싶어,1
홍대입구 주변 약국 알고 싶어,1
홍익대학교 주변 약국 알 수 있을까?,1
홍대 주변 약국 알 수 있을까?,1
홍익대학교 약국 추천 해주세요,1
홍익대 근처 약국 추천해주세요,1
마포구 동교동 약국 알려주라,1
마포구 동교동에 있는 약국 알려줘,1
마포구 서교동에 있는 약국 어디 있니,1
마포구 서교동 약국 어디 있니?,1
마포구 서교동 약국 알려주라,1
약국 알고 싶다,1
약 어디서 살 수 있니?,1
주변에서 약 살 수 있는 곳 알려줘,1
약국이 알고 싶다,1
약국이 어디에 있는지 알고 싶어요,1
약국 위치 알고 싶습니다,1
약국 위치 알려저,1
약국 알려줘,1
약국 추천해줘,1
약국 알려주라,1
홍익대 약국 알려줘,1
상수역 쪽 약국 알려줘,1
상수역 부근 약국 알려줄래?,1
상수역 주변 약국 알려주세요,1
상수역 약국이 알고 싶어,1
상수역이랑 가까운 약국 알고 싶어,1
상수역이랑 가까운 약국 원해,1
상수역 가까운 약국 알려줘,1
홍대입구역과 가까운 약국 알려주라,1
홍대입구역이랑 가까운 약국 알려주라,1
홍대입구역 부근 약국 알려주세요,1
홍대 약국 위치 알려주세요,1
홍대 약국 어디에 있니?,1
홍대 약국 어디쯤 있어?,1
홍익대학교 약국 어디 있어?,1
마포구 약국 추천해줘,1
홍익대학교 주변 약국은 어디에 있을까요?,1
내 주변 약국 알려줘,1
주변 약국 알려줘,1
근처 약국 알려줘,1
근처 약국 위치 알려줘,1
주변 약국 위치 알려줘,1
주변 약국 알려주라,1
주변 약국 위치 알려주라,1
주변 약국 위치 부탁드립니다,1
홍익대학교 근처 약국 위치 알려주세요,1
홍익대학교 약국 알려주세요,1
홍대 약국 알려주세요,1
홍대 약국 부탁드립니다,1
홍대입구역 근처 약국 위치 부탁드려요,1
상상마당 주변 약국 알려줘,1
나와 제일 가까운 약국 알려줘,1
나와 제일 가까운 약국 위치 알려줘,1
제일 가까운 약국 알려줘,1
제일 가까운 약국 위치 알려줘,1
제일 가까운 약국 추천해줘,1
제일 가까운 약국 알고 싶어,1
가까운 약국 추천해줘.,1
가까운 약국 알려줄래?,1
최단거리 약국 알고 싶어.,1
상수역에서 제일 가까운 약국 알려줘.,1
홍익대학교에서 가장 가까운 약국 알려줄래?,1
홍익대학교 근처 병원 알려줘,2
홍익대학교 내과 추천해줘,2
홍익대학교 주변에 내과 알려줘,2
홍익대학교 주변 내과 추천해줘,2
홍익대 근처 이비인후과 알려줘,2
홍익대 주변의 이비인후과 추천해줘,2
홍익대 근처 치과 알려줘,2
홍대 주변 내과 목록 알려줘,2
홍대 근처 병원 알려줘,2
홍대 근처 내과 병원 추천해줘,2
홍대 거리에 있는 이비인후과 알려줘,2
홍대입구 근처 내과 알려줘,2
홍입 9번 출구 근처 병원 알려줘,2
홍대입구역 주변 병원 알려줘,2
홍대입구역 근처 이비인후과 추천해줘,2
홍입 9번 출구 내과 알려줘,2
상수역 근처 치과 알려줘,2
상수역 주변 치과 알려줘,2
마포구 와우산로 치과 알려줘,2
마포구 와우산로 근처 안과 알려줘,2
마포구 상수동 주변 안과 알려줘,2
마포구 상수동 근처 안과 알려줘,2
마포구 상수동 안과 추천해줘,2
상수동 안과 알려줘,2
지금 연 상수동 안과 병원 알려줘,2
근처 병원 위치 알려주세요,2
근처 병원 알려주세요,2
내 주변 병원 어디있는지 알려줘,2
내 주변 병원 어디에 있어?,2
마포구 병원 알려줄래?,2
아 홍대 병원 위치 알려줄래?,2
홍대 근처 병원이 어디에 있니?,2
홍대 근처 병원이 어디 있어?,2
홍대 근처 병원 좀 알려주세요,2
홍대 병원 추천해줘,2
홍익대학교 근처 병원 알고 싶어,2
홍익대학교 병원 알고 싶어,2
홍대입구 주변 병원 알고 싶어,2
홍익대학교 주변 병원 알 수 있을까?,2
홍대 주변 병원 알 수 있을까?,2
홍익대학교 병원 추천 해주세요,2
홍익대 근처 병원 추천해주세요,2
마포구 동교동 병원 알려주라,2
마포구 동교동에 있는 병원 알려줘,2
마포구 서교동에 있는 병원 어디 있니,2
마포구 서교동 병원 어디 있니?,2
마포구 서교동 병원 알려주라,2
병원 알고 싶다,2
병원이 알고 싶다,2
병원이 어디에 있는지 알고 싶어요,2
병원 위치 알고 싶습니다,2
병원 위치 알려저,2
병원 알려줘,2
병원 추천해줘,2
병원 알려주라,2
홍익대 병원 알려줘,2
병원,2
상수역 쪽 병원 알려줘,2
상수역 부근 병원 알려줄래?,2
상수역 주변 병원 알려주세요,2
상수역 병원이 알고 싶어,2
상수역이랑 가까운 병원 알고 싶어,2
상수역이랑 가까운 병원 원해,2
상수역 가까운 병원 알려줘,2
홍대입구역과 가까운 병원 알려주라,2
홍대입구역이랑 가까운 병원 알려주라,2
홍대입구역 부근 병원 알려주세요,2
홍대 병원 위치 알려주세요,2
홍대 병원 어디에 있니?,2
홍대 병원 어디쯤 있어?,2
홍익대학교 병원 어디 있어?,2
마포구 병원 추천해줘,2
홍익대학교 주변 병원은 어디에 있을까요?,2
내 주변 병원 알려줘,2
주변 한의원 알려줘,2
근처 한의원 알려줘,2
근처 한의원 위치 알려줘,2
주변 한의원 위치 알려줘,2
주변 한의원 알려주라,2
주변 한의원 위치 알려주라,2
주변 한의원 위치 부탁드립니다,2
홍익대학교 근처 병원 위치 알려주세요,2
홍익대학교 병원 알려주세요,2
홍대 병원 알려주세요,2
홍대 병원 부탁드립니다,2
홍대입구역 근처 병원 위치 부탁드려요,2
상상마당 주변 병원 알려줘,2
나와 제일 가까운 병원 알려줘,2
나와 제일 가까운 병원 위치 알려줘,2
제일 가까운 병원 알려줘,2
제일 가까운 병원 위치 알려줘,2
제일 가까운 병원 추천해줘,2
제일 가까운 병원 알고 싶어,2
가까운 병원 추천해줘,2
가까운 병원 알려줘 ,2
최단거리 병원 알려줘,2
상수역에서 제일 가까운 병원 알려줘,2
홍익대학교에서 가장 가까운 병원 알려줘,2
근처 내과 위치 알려주세요,2
근처 내과 알려주세요,2
내 주변 내과 어디있는지 알려줘,2
내 주변 내과 어디에 있어?,2
마포구 내과 알려줄래?,2
아 홍대 내과 위치 알려줄래?,2
홍대 근처 내과이 어디에 있니?,2
홍대 근처 내과이 어디 있어?,2
홍대 근처 내과 좀 알려주세요,2
홍대 내과 추천해줘,2
홍익대학교 근처 내과 알고 싶어,2
홍익대학교 내과 알고 싶어,2
홍대입구 주변 내과 알고 싶어,2
홍익대학교 주변 내과 알 수 있을까?,2
홍대 주변 내과 알 수 있을까?,2
홍익대학교 내과 추천 해주세요,2
홍익대 근처 내과 추천해주세요,2
마포구 동교동 내과 알려주라,2
마포구 동교동에 있는 내과 알려줘,2
마포구 서교동에 있는 내과 어디 있니,2
마포구 서교동 내과 어디 있니?,2
마포구 서교동 내과 알려주라,2
내과 알고 싶다,2
정형외과가 어디에 있는지 알고 싶어요,2
정형외과 위치 알고 싶습니다,2
정형외과 위치 알려저,2
정형외과 알려줘,2
정형외과 추천해줘,2
정형외과 알려주라,2
홍익대 내과 알려줘,2
내과,2
상수역 쪽 내과 알려줘,2
상수역 부근 내과 알려줄래?,2
상수역 주변 내과 알려주세요,2
상수역 내과이 알고 싶어,2
상수역이랑 가까운 내과 알고 싶어,2
상수역이랑 가까운 내과 원해,2
상수역 가까운 내과 알려줘,2
홍대입구역과 가까운 내과 알려주라,2
홍대입구역이랑 가까운 내과 알려주라,2
홍대입구역 부근 내과 알려주세요,2
홍대 내과 위치 알려주세요,2
홍대 내과 어디에 있니?,2
홍대 내과 어디쯤 있어?,2
홍익대학교 내과 어디 있어?,2
마포구 내과 추천해줘,2
홍익대학교 주변 내과은 어디에 있을까요?,2
내 주변 내과 알려줘,2
주변 내과 알려줘,2
근처 내과 알려줘,2
근처 내과 위치 알려줘,2
주변 내과 위치 알려줘,2
주변 내과 알려주라,2
주변 내과 위치 알려주라,2
주변 내과 위치 부탁드립니다,2
홍익대학교 근처 내과 위치 알려주세요,2
홍익대학교 내과 알려주세요,2
홍대 내과 알려주세요,2
홍대 내과 부탁드립니다,2
홍대입구역 근처 내과 위치 부탁드려요,2
상상마당 주변 내과 알려줘,2
나와 제일 가까운 내과 알려줘,2
나와 제일 가까운 내과 위치 알려줘,2
제일 가까운 내과 알려줘,2
제일 가까운 내과 위치 알려줘,2
제일 가까운 내과 추천해줘,2
제일 가까운 내과 알고 싶어,2
가까운 내과 추천해줘,2
가까운 내과 알려줘 ,2
최단거리 내과 알려줘,2
상수역에서 제일 가까운 내과 알려줘,2
홍익대학교에서 가장 가까운 내과 알려줘,2
근처 이비인후과 위치 알려주세요,2
근처 이비인후과 알려주세요,2
내 주변 이비인후과 어디있는지 알려줘,2
내 주변 이비인후과 어디에 있어?,2
마포구 이비인후과 알려줄래?,2
아 홍대 이비인후과 위치 알려줄래?,2
홍대 근처 이비인후과이 어디에 있니?,2
홍대 근처 이비인후과이 어디 있어?,2
홍대 근처 이비인후과 좀 알려주세요,2
홍대 이비인후과 추천해줘,2
홍익대학교 근처 이비인후과 알고 싶어,2
홍익대학교 이비인후과 알고 싶어,2
홍대입구 주변 이비인후과 알고 싶어,2
홍익대학교 주변 이비인후과 알 수 있을까?,2
홍대 주변 이비인후과 알 수 있을까?,2
홍익대학교 이비인후과 추천 해주세요,2
홍익대 근처 이비인후과 추천해주세요,2
마포구 동교동 이비인후과 알려주라,2
마포구 동교동에 있는 이비인후과 알려줘,2
마포구 서교동에 있는 이비인후과 어디 있니,2
마포구 서교동 이비인후과 어디 있니?,2
마포구 서교동 이비인후과 알려주라,2
가정의학과과 알고 싶다,2
가정의학과과가 알고 싶다,2
가정의학과과가 어디에 있는지 알고 싶어요,2
가정의학과과 위치 알고 싶습니다,2
가정의학과과 위치 알려저,2
가정의학과과 알려줘,2
가정의학과과 추천해줘,2
가정의학과과 알려주라,2
홍익대 이비인후과 알려줘,2
이비인후과,2
상수역 쪽 이비인후과 알려줘,2
상수역 부근 이비인후과 알려줄래?,2
상수역 주변 이비인후과 알려주세요,2
상수역 이비인후과이 알고 싶어,2
상수역이랑 가까운 이비인후과 알고 싶어,2
상수역이랑 가까운 이비인후과 원해,2
상수역 가까운 이비인후과 알려줘,2
홍대입구역과 가까운 이비인후과 알려주라,2
홍대입구역이랑 가까운 이비인후과 알려주라,2
홍대입구역 부근 이비인후과 알려주세요,2
홍대 이비인후과 위치 알려주세요,2
홍대 이비인후과 어디에 있니?,2
홍대 이비인후과 어디쯤 있어?,2
홍익대학교 이비인후과 어디 있어?,2
마포구 이비인후과 추천해줘,2
홍익대학교 주변 이비인후과은 어디에 있을까요?,2
내 주변 이비인후과 알려줘,2
주변 산부인과 알려줘,2
근처 산부인과 알려줘,2
근처 산부인과 위치 알려줘,2
주변 산부인과 위치 알려줘,2
주변 산부인과 알려주라,2
주변 산부인과 위치 알려주라,2
주변 산부인과 위치 부탁드립니다,2
홍익대학교 근처 이비인후과 위치 알려주세요,2
홍익대학교 이비인후과 알려주세요,2
홍대 이비인후과 알려주세요,2
홍대 이비인후과 부탁드립니다,2
홍대입구역 근처 이비인후과 위치 부탁드려요,2
상상마당 주변 이비인후과 알려줘,2
나와 제일 가까운 이비인후과 알려줘,2
나와 제일 가까운 이비인후과 위치 알려줘,2
제일 가까운 비뇨기과 알려줘,2
제일 가까운 비뇨기과 위치 알려줘,2
제일 가까운 비뇨기과 추천해줘,2
제일 가까운 비뇨기과 알고 싶어,2
가까운 비뇨기과 추천해줘,2
가까운 비뇨기과 알려줘 ,2
최단거리 비뇨기과과알려줘,2
상수역에서 제일 가까운 이비인후과 알려줘,2
홍익대학교에서 가장 가까운 이비인후과 알려줘,2
근처 치과 위치 알려주세요,2
근처 치과 알려주세요,2
내 주변 치과 어디있는지 알려줘,2
내 주변 치과 어디에 있어?,2
마포구 치과 알려줄래?,2
아 홍대 치과 위치 알려줄래?,2
홍대 근처 치과이 어디에 있니?,2
홍대 근처 치과이 어디 있어?,2
홍대 근처 치과 좀 알려주세요,2
홍대 치과 추천해줘,2
홍익대학교 근처 치과 알고 싶어,2
홍익대학교 치과 알고 싶어,2
홍대입구 주변 치과 알고 싶어,2
홍익대학교 주변 치과 알 수 있을까?,2
홍대 주변 치과 알 수 있을까?,2
홍익대학교 치과 추천 해주세요,2
홍익대 근처 치과 추천해주세요,2
마포구 동교동 치과 알려주라,2
마포구 동교동에 있는 치과 알려줘,2
마포구 서교동에 있는 치과 어디 있니,2
마포구 서교동 치과 어디 있니?,2
마포구 서교동 치과 알려주라,2
응급실 알고 싶다,2
응급실이 알고 싶다,2
응급실가 어디에 있는지 알고 싶어요,2
응급실 위치 알고 싶습니다,2
응급실 위치 알려저,2
응급실 알려줘,2
응급실 추천해줘,2
응급실 알려주라,2
홍익대 치과 알려줘,2
치과,2
상수역 쪽 치과 알려줘,2
상수역 부근 치과 알려줄래?,2
상수역 주변 치과 알려주세요,2
상수역 치과이 알고 싶어,2
상수역이랑 가까운 치과 알고 싶어,2
상수역이랑 가까운 치과 원해,2
상수역 가까운 치과 알려줘,2
홍대입구역과 가까운 치과 알려주라,2
홍대입구역이랑 가까운 치과 알려주라,2
홍대입구역 부근 치과 알려주세요,2
홍대 치과 위치 알려주세요,2
홍대 치과 어디에 있니?,2
홍대 치과 어디쯤 있어?,2
홍익대학교 치과 어디 있어?,2
마포구 치과 추천해줘,2
홍익대학교 주변 치과은 어디에 있을까요?,2
내 주변 치과 알려줘,2
주변 치과 알려줘,2
근처 치과 알려줘,2
근처 치과 위치 알려줘,2
주변 치과 위치 알려줘,2
주변 치과 알려주라,2
주변 치과 위치 알려주라,2
주변 치과 위치 부탁드립니다,2
홍익대학교 근처 치과 위치 알려주세요,2
홍익대학교 치과 알려주세요,2
홍대 치과 알려주세요,2
홍대 치과 부탁드립니다,2
홍대입구역 근처 치과 위치 부탁드려요,2
상상마당 주변 치과 알려줘,2
나와 제일 가까운 소아과 알려줘,2
나와 제일 가까운 소아과 위치 알려줘,2
제일 가까운 소아과 알려줘,2
제일 가까운 소아과 위치 알려줘,2
제일 가까운 소아과 추천해줘,2
제일 가까운 소아과 알고 싶어,2
가까운 치과 추천해줘,2
가까운 치과 알려줘 ,2
최단거리 치과 알려줘,2
상수역에서 제일 가까운 치과 알려줘,2
홍익대학교에서 가장 가까운 치과 알려줘,2
근처 안과 위치 알려주세요,2
근처 안과 알려주세요,2
내 주변 안과 어디있는지 알려줘,2
내 주변 안과 어디에 있어?,2
마포구 안과 알려줄래?,2
아 홍대 안과 위치 알려줄래?,2
홍대 근처 안과이 어디에 있니?,2
홍대 근처 안과이 어디 있어?,2
홍대 근처 안과 좀 알려주세요,2
홍대 안과 추천해줘,2
홍익대학교 근처 안과 알고 싶어,2
홍익대학교 안과 알고 싶어,2
홍대입구 주변 안과 알고 싶어,2
홍익대학교 주변 안과 알 수 있을까?,2
홍대 주변 안과 알 수 있을까?,2
홍익대학교 안과 추천 해주세요,2
홍익대 근처 안과 추천해주세요,2
마포구 동교동 안과 알려주라,2
마포구 동교동에 있는 안과 알려줘,2
마포구 서교동에 있는 안과 어디 있니,2
마포구 서교동 안과 어디 있니?,2
마포구 서교동 안과 알려주라,2
안과 알고 싶다,2
안과이 알고 싶다,2
안과이 어디에 있는지 알고 싶어요,2
안과 위치 알고 싶습니다,2
안과 위치 알려저,2
안과 알려줘,2
안과 추천해줘,2
안과 알려주라,2
홍익대 안과 알려줘,2
안과,2
상수역 쪽 안과 알려줘,2
상수역 부근 안과 알려줄래?,2
상수역 주변 안과 알려주세요,2
상수역 안과이 알고 싶어,2
상수역이랑 가까운 안과 알고 싶어,2
상수역이랑 가까운 안과 원해,2
상수역 가까운 안과 알려줘,2
홍대입구역과 가까운 안과 알려주라,2
홍대입구역이랑 가까운 안과 알려주라,2
홍대입구역 부근 안과 알려주세요,2
홍대 안과 위치 알려주세요,2
홍대 안과 어디에 있니?,2
홍대 안과 어디쯤 있어?,2
홍익대학교 안과 어디 있어?,2
마포구 안과 추천해줘,2
